frame,host_monotonic_ns,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_port_m_s,v_starboard_m_s,r_deg_s,r_rad_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,max_ref_pose_reproj_error_px,geometry_distortion_mode,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,geometry_dist_0,geometry_dist_1,geometry_dist_2,geometry_dist_3,geometry_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_pnp_pose_valid,ref_101_pnp_reproj_rms_px,ref_101_pnp_center_px_x,ref_101_pnp_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_pnp_pose_valid,ref_102_pnp_reproj_rms_px,ref_102_pnp_center_px_x,ref_102_pnp_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
20,34089486067887,3.6740,1785360858.816,2,,,,,,,,,,,,,,,,,,,0,acquiring:21/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011887,0.501471,101,102,4.761471,4.260000,21,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.034,751.024,1,0.803,72.937,751.749,65.158,791.254,8.679,780.255,79.773,716.604,134.118,723.279,-2.852100,0.620962,1.802808,3.430771,-0.002195,0.002101,1,4.260000,0.000000,1773.237,886.356,1,1.283,1772.347,886.512,1843.440,934.402,1760.679,935.398,1705.410,839.936,1784.227,843.434,1.892316,0.836626,1.462796,2.533885,4.262785,0.000348,0.0116586673,0.0117350871,-9.6739879203,0.0009115500,-0.0115040067,8.5819921452,0.0001598858,0.0042160540,1.0000000000,,,,,,,,,
21,34089705916620,3.8938,1785360859.036,2,,,,,,,,,,,,,,,,,,,0,acquiring:22/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011738,0.507995,101,102,4.767995,4.260000,22,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.493,750.446,1,0.892,73.158,751.455,65.273,791.345,8.733,779.435,80.385,716.156,134.222,723.262,-2.854655,0.620768,1.804850,3.433932,-0.002281,0.002926,1,4.260000,0.000000,1773.263,886.583,1,1.373,1772.296,886.704,1843.367,934.452,1760.823,935.523,1705.267,840.154,1784.133,843.819,1.896275,0.838908,1.465953,2.539418,4.262898,0.000303,0.0115200288,0.0115514814,-9.5248575484,0.0009071592,-0.0114045978,8.5039902536,0.0001472250,0.0041722681,1.0000000000,,,,,,,,,
22,34089906259112,4.0942,1785360859.218,2,,,,,,,,,,,,,,,,,,,0,acquiring:23/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011708,0.503796,101,102,4.763796,4.260000,23,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.229,750.813,1,0.848,72.997,751.706,65.485,791.400,8.766,780.069,79.778,716.488,133.980,723.242,-2.852761,0.621015,1.803341,3.431610,-0.002254,0.002581,1,4.260000,0.000000,1773.231,886.559,1,1.322,1772.267,886.577,1843.285,934.479,1760.572,935.348,1705.206,840.026,1784.387,843.566,1.894012,0.837626,1.464260,2.536327,4.262759,0.000060,0.0114846729,0.0114810315,-9.4704051504,0.0008991209,-0.0113361865,8.4561450110,0.0001548624,0.0041384156,1.0000000000,,,,,,,,,
23,34090074361603,4.2623,1785360859.382,2,,,,,,,,,,,,,,,,,,,0,acquiring:24/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011648,0.499773,101,102,4.759773,4.260000,24,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.174,751.086,1,0.719,73.115,751.710,65.424,791.269,8.692,780.361,79.874,716.350,134.444,723.269,-2.844015,0.619201,1.798040,3.421225,-0.002029,0.001742,1,4.260000,0.000000,1773.312,886.570,1,1.342,1772.350,886.653,1843.273,934.353,1760.589,935.375,1705.433,840.208,1784.476,843.746,1.899171,0.840003,1.468087,2.543174,4.262821,0.000245,0.0115658009,0.0118120157,-9.7266034853,0.0009086320,-0.0114466526,8.5381892277,0.0001497491,0.0041966969,1.0000000000,,,,,,,,,
24,34090232554292,4.4205,1785360859.515,2,,,,,,,,,,,,,,,,,,,0,acquiring:25/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011697,0.523202,101,102,4.783202,4.260000,25,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.306,750.639,1,1.007,73.222,751.518,65.701,791.211,9.206,779.474,79.702,716.521,134.306,723.198,-2.866979,0.623685,1.812767,3.448866,-0.002593,0.002523,1,4.260000,0.000000,1773.680,886.922,1,1.483,1772.563,886.813,1843.385,934.631,1761.003,935.457,1705.396,840.185,1784.869,844.086,1.898832,0.840017,1.467418,2.542540,4.262928,-0.000194,0.0114455918,0.0114263043,-9.4267143942,0.0009029056,-0.0113484181,8.4627433830,0.0001500096,0.0041289762,1.0000000000,,,,,,,,,
25,34090355479423,4.5434,1785360859.651,2,,,,,,,,,,,,,,,,,,,0,acquiring:26/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011648,0.511189,101,102,4.771189,4.260000,26,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.166,750.635,1,1.019,73.023,751.576,65.328,791.351,8.795,779.506,79.726,716.558,134.228,723.247,-2.863512,0.622977,1.810188,3.444501,-0.002610,0.002709,1,4.260000,0.000000,1773.268,886.458,1,1.399,1772.275,886.562,1843.419,934.501,1760.626,935.502,1705.140,839.799,1784.317,843.597,1.890136,0.835863,1.461246,2.531111,4.262929,0.000258,0.0115579000,0.0115895479,-9.5559855997,0.0009067956,-0.0114236332,8.5198617931,0.0001542789,0.0041768022,1.0000000000,,,,,,,,,
26,34090538648512,4.7266,1785360859.842,2,,,,,,,,,,,,,,,,,,,0,acquiring:27/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011683,0.509129,101,102,4.769129,4.260000,27,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.216,750.971,1,0.900,73.181,751.714,65.491,791.378,9.231,779.947,79.798,716.548,134.241,723.336,-2.858079,0.622318,1.807059,3.438220,-0.002379,0.002129,1,4.260000,0.000000,1773.230,886.538,1,1.237,1772.351,886.633,1843.453,934.547,1760.578,935.424,1705.382,840.154,1784.366,843.511,1.893818,0.837585,1.463947,2.535988,4.262664,0.000224,0.0114547522,0.0114465311,-9.4444529340,0.0008973393,-0.0113089312,8.4357169108,0.0001577288,0.0041175704,1.0000000000,,,,,,,,,
27,34090681224363,4.8691,1785360859.960,2,,,,,,,,,,,,,,,,,,,0,acquiring:28/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011700,0.502932,101,102,4.762932,4.260000,28,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.052,751.039,1,0.795,72.945,751.768,65.161,791.396,8.702,780.163,79.807,716.492,134.106,723.407,-2.852019,0.621007,1.802773,3.430693,-0.002157,0.002105,1,4.260000,0.000000,1773.319,886.615,1,1.339,1772.354,886.673,1843.436,934.582,1760.681,935.462,1705.278,840.068,1784.420,843.708,1.893905,0.837720,1.464009,2.536133,4.262812,0.000155,0.0115605160,0.0115982011,-9.5641675302,0.0009055117,-0.0114148435,8.5155749366,0.0001556974,0.0041750993,1.0000000000,,,,,,,,,
28,34090808449995,4.9964,1785360860.139,2,,,,,,,,,,,,,,,,,,,0,acquiring:29/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011820,0.520858,101,102,4.780858,4.260000,29,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.123,750.704,1,0.922,72.930,751.618,65.355,791.261,8.821,779.654,79.663,716.559,133.901,723.340,-2.866203,0.623628,1.811710,3.447655,-0.002409,0.002639,1,4.260000,0.000000,1773.503,886.676,1,1.518,1772.399,886.713,1843.284,934.487,1760.718,935.459,1705.320,839.960,1784.673,844.058,1.897300,0.839271,1.466547,2.540646,4.263086,0.000128,0.0115743237,0.0115947718,-9.5605949237,0.0009108308,-0.0114661498,8.5520406318,0.0001540220,0.0041851390,1.0000000000,,,,,,,,,
29,34090985147301,5.1731,1785360860.332,2,1.9921,0.9212,1.8033,0.7910,1.8977,0.8561,124.59,,,,,,,,1.0000,0.0036,0.5051,0.2293,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011743,0.505149,101,102,4.765149,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.295,750.924,1,0.814,73.065,751.788,65.582,791.433,8.833,780.122,79.841,716.546,134.027,723.416,-2.855435,0.621891,1.805163,3.434949,-0.001384,0.001727,1,4.260000,0.000000,1773.203,886.474,1,1.202,1772.363,886.603,1843.496,934.659,1760.604,935.316,1705.452,840.031,1784.279,843.538,1.892541,0.836933,1.462937,2.534237,4.255353,0.000328,0.0114519977,0.0114277889,-9.4296895294,0.0008963183,-0.0113057194,8.4343279734,0.0001534835,0.0041243418,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
30,34091185617432,5.3735,1785360860.492,2,1.9913,0.9208,1.8041,0.7908,1.8977,0.8558,124.79,,,,,,,,1.0000,0.0036,0.5051,0.2279,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011605,0.495436,101,102,4.755436,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.928,751.090,1,0.979,73.078,751.695,65.293,791.230,8.498,780.375,79.465,716.720,134.948,722.900,-2.841787,0.618645,1.796559,3.418494,-0.001942,0.001190,1,4.260000,0.000000,1773.264,886.545,1,1.295,1772.358,886.686,1843.341,934.412,1760.639,935.502,1705.488,840.249,1784.323,843.661,1.897050,0.839139,1.466433,2.540350,4.255396,0.000175,0.0117332195,0.0120022741,-9.8812526841,0.0009216444,-0.0116100782,8.6601368076,0.0001493042,0.0042798115,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
31,34091336424083,5.5243,1785360860.651,2,1.9931,0.9215,1.8034,0.7909,1.8982,0.8562,124.53,,,,,,,,1.0000,0.0039,0.5051,0.2304,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011487,0.521048,101,102,4.781048,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.307,750.662,1,1.057,73.301,751.505,65.825,791.167,9.099,779.504,79.600,716.595,134.663,723.101,-2.865041,0.623276,1.811694,3.446617,-0.002082,0.002452,1,4.260000,0.000000,1773.391,886.688,1,1.354,1772.421,886.771,1843.343,934.450,1760.684,935.560,1705.486,840.322,1784.537,843.821,1.898679,0.840001,1.467571,2.542508,4.255497,-0.000129,0.0114033612,0.0114189980,-9.4188087522,0.0008995103,-0.0113081070,8.4325515668,0.0001477276,0.0041137892,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
32,34091525575493,5.7135,1785360860.830,2,1.9913,0.9211,1.8033,0.7912,1.8973,0.8562,124.65,-0.0014,0.0011,0.0017,0.0005,-0.0005,-0.38,-0.006606,1.0000,0.0041,0.5051,0.2286,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011598,0.518918,101,102,4.778918,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.136,750.567,1,1.123,72.960,751.630,65.537,791.413,8.667,779.449,79.422,716.786,134.194,723.214,-2.868921,0.624275,1.813485,3.450965,-0.002821,0.002674,1,4.260000,0.000000,1773.396,886.467,1,1.405,1772.397,886.572,1843.473,934.464,1760.663,935.459,1705.319,839.840,1784.523,843.655,1.892370,0.836744,1.462741,2.533933,4.255783,0.000379,0.0114812339,0.0115051288,-9.4867307685,0.0009019481,-0.0113676199,8.4787978098,0.0001508105,0.0041466343,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
33,34091687911235,5.8758,1785360860.995,2,1.9920,0.9210,1.8040,0.7910,1.8980,0.8560,124.69,,,,,,,,1.0000,0.0036,0.5051,0.2286,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011431,0.510559,101,102,4.770559,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.142,750.877,1,0.976,73.168,751.620,65.535,791.268,8.773,779.763,79.603,716.573,134.707,723.250,-2.858750,0.622168,1.807457,3.438960,-0.001940,0.001823,1,4.260000,0.000000,1773.349,886.540,1,1.430,1772.304,886.551,1843.332,934.376,1760.764,935.365,1705.137,839.913,1784.395,843.681,1.894588,0.837773,1.464632,2.537021,4.255589,0.000204,0.0115452527,0.0116116065,-9.5737859259,0.0009075604,-0.0114370450,8.5302481271,0.0001470304,0.0041859474,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
34,34091850632546,6.0386,1785360861.179,2,1.9903,0.9212,1.8032,0.7910,1.8968,0.8561,124.83,-0.0016,-0.0002,0.0008,0.0014,-0.0014,0.52,0.009078,1.0000,0.0035,0.5051,0.2279,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011653,0.499540,101,102,4.759540,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.121,751.047,1,0.775,73.060,751.717,65.408,791.254,8.783,780.248,79.753,716.470,134.288,723.285,-2.850341,0.620562,1.801933,3.428776,-0.001526,0.001351,1,4.260000,0.000000,1773.400,886.746,1,1.330,1772.439,886.789,1843.595,934.787,1760.801,935.599,1705.290,840.131,1784.479,843.786,1.892136,0.837130,1.462479,2.533734,4.255444,-0.000260,0.0116070805,0.0116461928,-9.6043846557,0.0009096789,-0.0114531151,8.5433485299,0.0001558888,0.0041972317,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
35,34092052295734,6.2402,1785360861.363,1,1.9917,0.9210,1.8034,0.7906,1.8975,0.8558,124.71,,,,,,,,1.0000,0.0046,0.5051,0.2291,0,frozen,2-tag corner homography,2,1920,1200,0.200000,102,0,0,insufficient,insufficient,,,,,,,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1,4.260000,0.000000,1773.321,886.644,1,1.256,1772.419,886.713,1843.616,934.689,1760.650,935.366,1705.347,840.187,1784.479,843.740,1.895396,0.838408,1.465038,2.538068,4.255397,-0.000042,,,,,,,,,,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
36,34092220539591,6.4085,1785360861.521,2,1.9927,0.9214,1.8036,0.7910,1.8981,0.8562,124.60,,,,,,,,1.0000,0.0036,0.5051,0.2297,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011959,0.506956,101,102,4.766956,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.961,751.033,1,0.784,72.851,751.757,65.132,791.244,8.770,780.280,79.665,716.595,133.853,723.289,-2.854054,0.621354,1.803877,3.433027,-0.002007,0.001352,1,4.260000,0.000000,1773.305,886.562,1,1.336,1772.363,886.687,1843.418,934.480,1760.680,935.492,1705.387,840.144,1784.353,843.741,1.895913,0.838633,1.465545,2.538821,4.255465,0.000144,0.0114808155,0.0114759854,-9.4653459464,0.0008990680,-0.0113323263,8.4540370072,0.0001605602,0.0041254492,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
37,34092374344833,6.5623,1785360861.716,2,1.9918,0.9207,1.8043,0.7906,1.8980,0.8557,124.75,0.0015,-0.0004,-0.0012,-0.0010,0.0010,0.14,0.002508,1.0000,0.0037,0.5051,0.2282,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011344,0.516000,101,102,4.776000,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.023,750.946,1,1.160,73.270,751.588,65.292,791.276,8.850,779.451,79.589,716.694,135.238,723.310,-2.863714,0.623221,1.810794,3.445031,-0.002079,0.001606,1,4.260000,0.000000,1773.348,886.679,1,1.321,1772.403,886.767,1843.573,934.743,1760.601,935.447,1705.324,840.122,1784.532,843.887,1.894868,0.838323,1.464660,2.537427,4.255412,-0.000117,0.0121874074,0.0123249948,-10.1577886985,0.0009610875,-0.0120945654,9.0201532954,0.0001478692,0.0044983393,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
38,34092579627336,6.7675,1785360861.882,2,1.9911,0.9215,1.8034,0.7908,1.8972,0.8562,124.85,,,,,,,,1.0000,0.0039,0.5051,0.2287,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011951,0.518982,101,102,4.778982,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.157,750.646,1,1.011,73.063,751.527,65.128,791.292,9.343,779.405,79.905,716.486,133.930,723.258,-2.867227,0.623661,1.812615,3.448987,-0.002543,0.002462,1,4.260000,0.000000,1773.394,886.542,1,1.399,1772.389,886.622,1843.429,934.532,1760.594,935.391,1705.332,839.904,1784.597,843.782,1.894229,0.837697,1.464192,2.536473,4.255684,0.000207,0.0115696722,0.0115604390,-9.5349954761,0.0009082727,-0.0114328412,8.5260402442,0.0001629107,0.0041640114,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
39,34092722055924,6.9100,1785360862.053,2,1.9946,0.9208,1.8035,0.7909,1.8990,0.8559,124.21,0.0024,0.0007,-0.0008,-0.0024,0.0024,-1.37,-0.023967,1.0000,0.0043,0.5051,0.2311,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011551,0.499987,101,102,4.759987,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.290,750.501,1,0.995,73.098,751.470,65.404,791.320,8.493,779.639,79.883,716.371,134.547,722.955,-2.849697,0.619696,1.801600,3.427909,-0.002580,0.002891,1,4.260000,0.000000,1773.176,886.500,1,1.231,1772.321,886.649,1843.549,934.674,1760.599,935.349,1705.338,840.060,1784.207,843.660,1.893278,0.837419,1.463588,2.535323,4.255261,0.000264,0.0115411953,0.0116111456,-9.5706800417,0.0009074004,-0.0114146629,8.5117918558,0.0001453294,0.0041880314,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
40,34092914309996,7.1022,1785360862.212,2,1.9929,0.9208,1.8039,0.7913,1.8984,0.8560,124.43,0.0030,-0.0002,-0.0018,-0.0023,0.0023,-1.18,-0.020625,1.0000,0.0042,0.5051,0.2291,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011476,0.514790,101,102,4.774790,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.097,750.629,1,1.015,73.008,751.517,65.371,791.303,8.541,779.535,79.587,716.465,134.481,723.143,-2.858654,0.621730,1.807088,3.438607,-0.002757,0.002496,1,4.260000,0.000000,1773.337,886.662,1,1.263,1772.448,886.790,1843.363,934.577,1760.621,935.456,1705.662,840.356,1784.498,843.836,1.899055,0.840183,1.467809,2.542986,4.255411,-0.000080,0.0113738418,0.0114277047,-9.4200226152,0.0008973913,-0.0112830718,8.4142911211,0.0001419128,0.0041133280,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
