frame,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_m_s,r_deg_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
115,11.8785,1785357766.752,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380330,0.892364,101,102,3.367636,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.112,707.211,65.875,791.589,9.712,779.985,79.730,716.140,134.718,723.214,-2.845236,0.619512,1.799528,3.423078,,,1,4.260000,0.000000,1689.916,854.171,1843.476,934.427,1760.592,935.313,1705.339,840.260,1782.855,843.249,-1.236771,-0.540369,-0.922326,1.634713,,,0.0241539922,0.0237829669,-19.6469706812,0.0018620905,-0.0222397194,16.5783992840,0.0009527059,0.0087955629,1.0000000000,,,,,,,,,
116,12.0083,1785357766.861,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380226,0.899084,101,102,3.360916,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.150,707.224,65.710,791.554,9.631,780.115,79.651,716.087,134.893,723.324,-2.843069,0.619127,1.798096,3.420455,,,1,4.260000,0.000000,1689.981,854.073,1843.084,934.154,1760.632,935.375,1705.839,840.302,1784.390,843.494,-1.223989,-0.534527,-0.911778,1.617161,,,0.0221413659,0.0218459153,-18.0433690961,0.0017123527,-0.0204406538,15.2383818658,0.0008864023,0.0079485479,1.0000000000,,,,,,,,,
117,12.1104,1785357766.958,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.377885,0.903216,101,102,3.356784,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.116,707.140,65.646,791.542,9.775,779.917,79.638,716.163,134.809,722.974,-2.842550,0.618639,1.797755,3.419756,,,1,4.260000,0.000000,1689.974,854.120,1843.445,934.572,1760.692,935.432,1706.193,840.416,1784.396,843.429,-1.212771,-0.529700,-0.902826,1.602027,,,0.0151912708,0.0150037311,-12.3891814379,0.0012035621,-0.0143309572,10.6828297780,0.0006290612,0.0050634567,1.0000000000,,,,,,,,,
118,12.2074,1785357767.088,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.372486,0.897970,101,102,3.362030,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.169,707.210,65.632,791.612,9.880,779.987,79.521,716.325,134.768,723.111,-2.846505,0.619830,1.800218,3.424553,,,1,4.260000,0.000000,1689.991,854.072,1843.639,934.653,1760.609,935.312,1706.130,840.292,1784.297,843.344,-1.216088,-0.531053,-0.905417,1.606446,,,0.0091346309,0.0089790804,-7.4184762514,0.0007465891,-0.0089011644,6.6380773993,0.0003967386,0.0025608657,1.0000000000,,,,,,,,,
119,12.3376,1785357767.203,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.151975,0.895819,101,102,3.364181,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.961,707.052,65.914,791.528,9.666,779.386,79.765,715.946,134.969,722.969,-2.847606,0.619247,1.801175,3.425866,,,1,4.260000,0.000000,1689.984,854.084,1843.261,934.356,1760.570,935.356,1706.093,840.263,1784.390,843.492,-1.219582,-0.532610,-0.908156,1.611149,,,-0.0007575411,-0.0019194265,1.5025963711,0.0000146738,-0.0001762016,0.1298070842,-0.0004388138,-0.0006493190,1.0000000000,,,,,,,,,
120,12.4472,1785357767.294,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.543575,0.906481,101,102,3.353519,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.184,707.212,65.781,791.590,9.516,780.296,79.480,716.216,134.932,723.011,-2.836261,0.617623,1.793712,3.412218,,,1,4.260000,0.000000,1689.985,854.073,1843.411,934.410,1760.585,935.322,1705.952,840.220,1784.391,843.513,-1.224317,-0.534663,-0.911831,1.617483,,,-0.0044341867,-0.0004582084,0.6816465324,-0.0000431854,0.0005060787,-0.3755866589,-0.0020160439,0.0009107347,1.0000000000,,,,,,,,,
121,12.5405,1785357767.388,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383896,0.897751,101,102,3.362249,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.188,707.206,65.542,791.509,9.563,780.065,79.665,716.329,134.892,723.171,-2.845209,0.619546,1.799357,3.422972,,,1,4.260000,0.000000,1689.966,854.129,1843.362,934.523,1760.617,935.318,1706.053,840.314,1784.377,843.574,-1.221681,-0.533621,-0.909717,1.613952,,,0.0304015987,0.0301991075,-24.9255136820,0.0023165188,-0.0276279904,20.5952504856,0.0012553914,0.0112626592,1.0000000000,,,,,,,,,
122,12.6364,1785357767.480,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383800,0.907232,101,102,3.352768,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.108,707.215,65.335,791.561,9.711,780.125,80.090,716.078,134.881,723.220,-2.837871,0.617925,1.794881,3.414227,,,1,4.260000,0.000000,1689.992,854.063,1843.395,934.459,1760.540,935.258,1706.099,840.328,1784.190,843.317,-1.215174,-0.530643,-0.904878,1.605315,,,0.0286578881,0.0284356846,-23.4742777974,0.0021825989,-0.0260368228,19.4084016200,0.0011976490,0.0105225771,1.0000000000,,,,,,,,,
123,12.7239,1785357767.568,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.378438,0.901949,101,102,3.358051,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.122,707.268,65.779,791.615,9.621,780.161,79.820,716.151,134.862,723.325,-2.842073,0.619070,1.797563,3.419336,,,1,4.260000,0.000000,1689.984,854.084,1843.312,934.345,1760.609,935.345,1706.104,840.309,1784.189,843.430,-1.217736,-0.531805,-0.906790,1.608715,,,0.0169900479,0.0167601788,-13.8446674399,0.0013349346,-0.0159281191,11.8757267367,0.0006936241,0.0058128296,1.0000000000,,,,,,,,,
124,12.8169,1785357767.664,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.385089,0.903280,101,102,3.356720,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.166,707.153,65.603,791.508,9.743,780.035,79.550,716.023,134.806,723.182,-2.842427,0.618705,1.797592,3.419579,,,1,4.260000,0.000000,1690.002,854.044,1843.246,934.362,1760.591,935.334,1706.191,840.301,1784.263,843.269,-1.212879,-0.529595,-0.903065,1.602209,,,0.0298945899,0.0294669813,-24.3355059773,0.0022683256,-0.0270527020,20.1640960786,0.0012472148,0.0110234800,1.0000000000,,,,,,,,,
125,12.9149,1785357767.766,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.374236,0.884070,101,102,3.375930,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.180,707.144,65.861,791.505,9.584,779.546,79.431,716.341,134.725,723.298,-2.860359,0.622580,1.808895,3.441128,,,1,4.260000,0.000000,1689.972,854.122,1843.042,934.262,1760.653,935.480,1706.255,840.370,1784.282,843.472,-1.213159,-0.529877,-0.903202,1.602591,,,0.0109707434,0.0108059165,-8.9245655158,0.0008924950,-0.0106327173,7.9276619250,0.0004587043,0.0033368043,1.0000000000,,,,,,,,,
126,13.0090,1785357767.858,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.374163,0.893987,101,102,3.366013,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.001,707.233,65.528,791.548,10.071,779.975,79.578,716.169,135.323,723.148,-2.842339,0.618885,1.797934,3.419719,,,1,4.260000,0.000000,1689.964,854.077,1843.457,934.510,1760.598,935.399,1705.326,839.975,1784.511,843.610,-1.242765,-0.542767,-0.926394,1.642336,,,0.0168601079,0.0166606830,-13.7609838236,0.0013301084,-0.0158832003,11.8406084907,0.0006441449,0.0058472105,1.0000000000,,,,,,,,,
127,13.1006,1785357767.945,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380444,0.900340,101,102,3.359660,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.042,707.034,65.451,791.574,9.598,779.501,79.850,716.074,135.018,722.784,-2.841282,0.617861,1.797000,3.418164,,,1,4.260000,0.000000,1689.967,854.106,1843.314,934.405,1760.856,935.410,1705.741,840.344,1784.330,843.491,-1.227298,-0.536043,-0.914250,1.621560,,,0.0256067994,0.0254031634,-20.9642277402,0.0019714587,-0.0234792170,17.4959341543,0.0010216164,0.0093812379,1.0000000000,,,,,,,,,
128,13.1880,1785357768.041,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.379826,0.905940,101,102,3.354060,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.159,707.266,65.699,791.517,9.632,780.458,79.739,716.143,134.857,723.214,-2.836250,0.617821,1.793804,3.412295,,,1,4.260000,0.000000,1689.957,854.124,1843.257,934.305,1760.631,935.466,1705.669,840.391,1784.388,843.524,-1.224662,-0.534936,-0.912421,1.618168,,,0.0218052786,0.0215513696,-17.7991856629,0.0016861689,-0.0201274543,15.0061102489,0.0008729834,0.0078110812,1.0000000000,,,,,,,,,
129,13.2887,1785357768.144,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382285,0.896093,101,102,3.363907,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.199,707.200,65.786,791.560,9.627,779.989,79.440,716.241,134.792,723.246,-2.848248,0.620191,1.801253,3.426611,,,1,4.260000,0.000000,1689.992,854.061,1843.477,934.436,1760.458,935.274,1705.996,840.358,1784.444,843.404,-1.215819,-0.530921,-0.905403,1.606190,,,0.0244611469,0.0241299789,-19.9282086773,0.0018811160,-0.0224444768,16.7317354811,0.0009953827,0.0088672203,1.0000000000,,,,,,,,,
130,13.3977,1785357768.249,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.378108,0.878120,101,102,3.381880,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.173,707.052,65.628,791.490,9.664,779.291,79.568,716.192,134.605,723.238,-2.861031,0.622340,1.809248,3.441828,,,1,4.260000,0.000000,1689.979,854.052,1843.371,934.261,1760.691,935.392,1705.444,840.253,1784.363,843.451,-1.230964,-0.537551,-0.917408,1.626613,,,0.0199934140,0.0197371219,-16.2947772021,0.0015659954,-0.0186810957,13.9233002884,0.0007752946,0.0071204623,1.0000000000,,,,,,,,,
131,13.5025,1785357768.355,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.355657,0.876059,101,102,3.383941,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.166,707.042,65.863,791.463,9.646,779.281,79.306,716.422,134.651,722.980,-2.862707,0.622656,1.810313,3.443839,,,1,4.260000,0.000000,1689.960,854.092,1843.266,934.432,1760.391,935.145,1705.450,840.264,1784.311,843.498,-1.231583,-0.537911,-0.917979,1.627523,,,2.6407781430,2.9913833326,-2441.1204012627,0.1929629733,-2.2987940964,1712.4526165118,0.0731574951,1.1601295460,1.0000000000,,,,,,,,,
132,13.6074,1785357768.461,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.374610,0.888132,101,102,3.371868,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.930,707.089,66.014,791.523,9.562,779.346,79.691,716.212,135.202,722.881,-2.850485,0.620000,1.803092,3.429403,,,1,4.260000,0.000000,1689.941,854.133,1843.393,934.529,1760.538,935.445,1705.259,840.274,1784.547,843.567,-1.233192,-0.538705,-0.919271,1.629732,,,0.0194450749,0.0192604739,-15.9003310936,0.0015268524,-0.0181941749,13.5586907984,0.0007310142,0.0069413829,1.0000000000,,,,,,,,,
133,13.7100,1785357768.558,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.379141,0.893794,101,102,3.366206,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.095,707.208,65.560,791.522,9.688,779.904,79.694,716.234,135.103,723.238,-2.846565,0.619778,1.800399,3.424689,,,1,4.260000,0.000000,1689.976,854.077,1843.338,934.415,1760.786,935.367,1705.663,840.268,1784.313,843.426,-1.229184,-0.536812,-0.915797,1.624114,,,0.0246576979,0.0245873213,-20.2884927200,0.0019041327,-0.0227251938,16.9399411568,0.0009752650,0.0090118502,1.0000000000,,,,,,,,,
134,13.8065,1785357768.673,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382131,0.882171,101,102,3.377829,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.156,707.167,65.775,791.571,9.561,779.468,79.539,716.371,134.851,723.355,-2.860756,0.622744,1.809216,3.441656,,,1,4.260000,0.000000,1689.979,854.097,1843.370,934.471,1760.709,935.406,1706.062,840.345,1784.392,843.440,-1.218201,-0.532032,-0.907074,1.609303,,,0.0255885172,0.0253127387,-20.8984913512,0.0019719629,-0.0235109627,17.5251602567,0.0010375966,0.0093379899,1.0000000000,,,,,,,,,
135,13.9177,1785357768.768,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.377145,0.887031,101,102,3.372969,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.115,707.120,65.749,791.539,9.578,779.457,79.438,716.284,135.029,723.179,-2.856073,0.621494,1.806291,3.436000,,,1,4.260000,0.000000,1689.971,854.118,1843.191,934.339,1760.594,935.368,1706.131,840.319,1784.337,843.559,-1.218841,-0.532357,-0.907565,1.610171,,,0.0211534726,0.0214091607,-17.6386822984,0.0016598753,-0.0197688096,14.7340356018,0.0008449013,0.0075704864,1.0000000000,,,,,,,,,
136,14.0105,1785357768.851,1,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,102,0,0,insufficient,insufficient,,,,,,,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0,0.000000,0.000000,,,,,,,,,,,,,,,,,1,4.260000,0.000000,1689.957,854.046,1843.308,934.222,1760.497,935.321,1704.862,840.252,1784.218,843.387,-1.233736,-0.538794,-0.920321,1.630765,,,,,,,,,,,,,,,,,,,,
137,14.0922,1785357768.937,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.370797,0.891369,101,102,3.368631,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.055,707.033,65.568,791.611,9.650,779.228,79.500,716.158,135.147,722.922,-2.850876,0.619954,1.803042,3.429694,,,1,4.260000,0.000000,1689.984,854.088,1843.394,934.455,1760.791,935.435,1706.156,840.149,1784.231,843.502,-1.224066,-0.534574,-0.911406,1.617025,,,0.0094980979,0.0093624150,-7.7307676924,0.0007801452,-0.0092854651,6.9217624312,0.0003967077,0.0027405035,1.0000000000,,,,,,,,,
138,14.1790,1785357769.023,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.376428,0.895399,101,102,3.364601,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.948,707.208,65.639,791.493,9.963,779.943,80.314,715.978,134.781,723.196,-2.841373,0.618526,1.797405,3.418573,,,1,4.260000,0.000000,1689.944,854.136,1843.327,934.572,1760.756,935.437,1705.383,840.113,1784.485,843.650,-1.241521,-0.542343,-0.925350,1.640665,,,0.0189148940,0.0186871748,-15.4348517182,0.0014800895,-0.0176542569,13.1592424577,0.0007404434,0.0066601154,1.0000000000,,,,,,,,,
139,14.2647,1785357769.109,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.369998,0.892735,101,102,3.367265,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.168,707.181,65.488,791.515,9.684,779.957,79.698,716.165,134.847,723.260,-2.846130,0.619627,1.799955,3.424066,,,1,4.260000,0.000000,1689.977,854.052,1843.520,934.498,1760.641,935.389,1705.415,840.115,1784.228,843.350,-1.234267,-0.538998,-0.919964,1.631033,,,0.0108596395,0.0107521452,-8.8773799455,0.0008842998,-0.0105585633,7.8728819957,0.0004265790,0.0033469798,1.0000000000,,,,,,,,,
140,14.3510,1785357769.195,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382445,0.897406,101,102,3.362594,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.103,707.138,65.688,791.520,9.710,779.826,79.815,716.009,134.714,723.190,-2.845477,0.619256,1.799631,3.423286,,,1,4.260000,0.000000,1689.970,854.106,1843.405,934.516,1760.576,935.348,1705.891,840.325,1784.215,843.394,-1.221324,-0.533430,-0.909702,1.613610,,,0.0259532145,0.0255927062,-21.1356514862,0.0019897119,-0.0237186925,17.6781879223,0.0010569212,0.0094736032,1.0000000000,,,,,,,,,
141,14.4374,1785357769.277,1,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,102,0,0,insufficient,insufficient,,,,,,,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0,0.000000,0.000000,,,,,,,,,,,,,,,,,1,4.260000,0.000000,1689.964,854.134,1843.559,934.582,1760.626,935.379,1706.023,840.406,1784.355,843.520,-1.217980,-0.532013,-0.906922,1.609043,,,,,,,,,,,,,,,,,,,,
142,14.5185,1785357769.375,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.371184,0.885099,101,102,3.374901,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.011,707.044,65.815,791.615,9.683,779.218,79.699,715.979,134.906,723.057,-2.851845,0.620174,1.803751,3.430912,,,1,4.260000,0.000000,1689.968,854.054,1843.136,934.209,1760.531,935.348,1705.286,840.060,1784.358,843.527,-1.239448,-0.541280,-0.924097,1.638039,,,0.0133762696,0.0131513326,-10.8628223696,0.0010768978,-0.0128439822,9.5725910500,0.0005002290,0.0044284501,1.0000000000,,,,,,,,,
